학원명,주소,"설립자
강사","교습
과정","교습
과목",정원,"교습
기간","총교습시간
(분)",기숙사비,피복비,차량비,"적용일
(최종교습비변경일)",경도,위도,경위도
가온플러스독서실,서울특별시 강남구 테헤란로6길 46,1,독서실(유아/초·중·고),월이용료,103,1개월 0일,1,"178,000","178,000",0,2015.12.02,127.0314568,37.49567951,"127.031456779565,37.4956795091292"
가온플러스독서실,서울특별시 강남구 테헤란로6길 46,1,독서실(유아/초·중·고),일이용료,103,0개월 1일,1,"9,000","9,000",0,2015.12.02,127.0314568,37.49567951,"127.031456779565,37.4956795091292"
강남종로대치독서실,서울특별시 강남구 역삼로 534,1,독서실(유아/초·중·고),독학1,180,0개월 1일,1,"9,000","9,000",0,2021.01.11,127.0614462,37.50379209,"127.061446165895,37.5037920887387"
강남종로대치독서실,서울특별시 강남구 역삼로 534,1,독서실(유아/초·중·고),독학2,180,1개월 0일,1,"178,000","178,000",0,2021.01.11,127.0614462,37.50379209,"127.061446165895,37.5037920887387"
강남하이퍼의대관2독서실,서울특별시 강남구 강남대로84길 13,1,독서실(유아/초·중·고),독서실,89,1개월 0일,0,"178,000","178,000",0,2020.09.22,127.0295846,37.4968713,"127.029584593533,37.4968713038172"
강남하이퍼의대관2독서실,서울특별시 강남구 강남대로84길 13,1,독서실(유아/초·중·고),독서실,89,0개월 1일,0,"178,000","178,000",0,2020.09.22,127.0295846,37.4968713,"127.029584593533,37.4968713038172"
공부공간독서실,서울특별시 강남구 삼성로64길 46,1,독서실(유아/초·중·고),1일,64,0개월 1일,1,"9,000","9,000",0,2017.12.28,127.0642654,37.50073591,"127.064265387792,37.5007359092488"
공부공간독서실,서울특별시 강남구 삼성로64길 46,1,독서실(유아/초·중·고),1개월,64,1개월 0일,1,"178,000","178,000",0,2017.12.28,127.0642654,37.50073591,"127.064265387792,37.5007359092488"
그린램프라이브러리개포독서실,서울특별시 강남구 개포로 615,2,독서실(유아/초·중·고),독서실,10,1개월 0일,1,"178,000","178,000",0,2015.04.30,127.0755849,37.49265817,"127.075584863879,37.4926581736143"
그린램프라이브러리개포독서실,서울특별시 강남구 개포로 615,2,독서실(유아/초·중·고),1일,10,0개월 1일,1,"9,000","9,000",0,2015.04.30,127.0755849,37.49265817,"127.075584863879,37.4926581736143"
그린램프라이브러리대치캠퍼스독서실,서울특별시 강남구 삼성로 150,2,독서실(유아/초·중·고),한달,99,1개월 0일,1,"178,000","178,000",0,2015.07.07,127.0685647,37.49569534,"127.068564672209,37.4956953356085"
그린램프라이브러리대치캠퍼스독서실,서울특별시 강남구 삼성로 150,2,독서실(유아/초·중·고),1일,99,0개월 1일,1,"9,000","9,000",0,2015.07.07,127.0685647,37.49569534,"127.068564672209,37.4956953356085"
그린램프라이브러리도곡2캠퍼스독서실,서울특별시 강남구 언주로 118,3,독서실(유아/초·중·고),독서실(학생),296,1개월 0일,0,"178,000","178,000",0,2018.09.14,127.0518555,37.48691597,"127.051855548139,37.4869159664401"
그린램프라이브러리도곡2캠퍼스독서실,서울특별시 강남구 언주로 118,3,독서실(유아/초·중·고),독서실(학생),296,0개월 1일,0,"9,000","9,000",0,2018.09.14,127.0518555,37.48691597,"127.051855548139,37.4869159664401"
그린램프라이브러리도곡캠퍼스독서실,서울특별시 강남구 언주로 325,2,독서실(유아/초·중·고),독서실,73,1개월 0일,0,"178,000","178,000",0,2014.09.19,127.0450047,37.49692302,"127.045004654938,37.4969230190411"
그린램프라이브러리도곡캠퍼스독서실,서울특별시 강남구 언주로 325,2,독서실(유아/초·중·고),독서실,73,0개월 1일,0,"9,000","9,000",0,2018.09.14,127.0450047,37.49692302,"127.045004654938,37.4969230190411"
그린램프라이브러리압구정캠퍼스독서실,서울특별시 강남구 압구정로34길 11,2,독서실(유아/초·중·고),월독서실,99,1개월 0일,1,"178,000","178,000",0,2015.12.31,127.0309741,37.52737634,"127.030974118804,37.52737633824"
그린램프라이브러리압구정캠퍼스독서실,서울특별시 강남구 압구정로34길 11,2,독서실(유아/초·중·고),일독서실,99,1개월 0일,1,"9,000","9,000",0,2015.12.31,127.0309741,37.52737634,"127.030974118804,37.52737633824"
그린램프라이브러리청담캠퍼스독서실,서울특별시 강남구 삼성로133길 14,2,독서실(유아/초·중·고),월이용료,107,1개월 0일,1,"178,000","178,000",0,2016.04.06,127.0483013,37.51945423,"127.048301348479,37.5194542251408"
그린램프라이브러리청담캠퍼스독서실,서울특별시 강남구 삼성로133길 14,2,독서실(유아/초·중·고),일일이용료,107,1개월 0일,1,"9,000","9,000",0,2016.04.06,127.0483013,37.51945423,"127.048301348479,37.5194542251408"
그린스터디독서실,서울특별시 강남구 삼성로 654,2,독서실(유아/초·중·고),성인 다인월석,69,1개월 0일,0,"250,000","250,000",0,2018.12.20,127.0507102,37.51859465,"127.050710200716,37.518594649607"
그린스터디독서실,서울특별시 강남구 삼성로 654,2,독서실(유아/초·중·고),성인 다인월석,69,1개월 0일,0,"230,000","230,000",0,2018.12.20,127.0507102,37.51859465,"127.050710200716,37.518594649607"
그린스터디독서실,서울특별시 강남구 삼성로 654,2,독서실(유아/초·중·고),성인 다인월석,69,1개월 0일,0,"210,000","210,000",0,2018.12.20,127.0507102,37.51859465,"127.050710200716,37.518594649607"
그린스터디독서실,서울특별시 강남구 삼성로 654,2,독서실(유아/초·중·고),성인 다인일석,69,1개월 0일,0,"13,000","13,000",0,2018.12.20,127.0507102,37.51859465,"127.050710200716,37.518594649607"
그린스터디독서실,서울특별시 강남구 삼성로 654,2,독서실(유아/초·중·고),성인 다인일석,69,1개월 0일,0,"15,000","15,000",0,2018.12.20,127.0507102,37.51859465,"127.050710200716,37.518594649607"
그린스터디독서실,서울특별시 강남구 삼성로 654,2,독서실(유아/초·중·고),학생 다인월석,69,1개월 0일,0,"178,000","178,000",0,2018.12.20,127.0507102,37.51859465,"127.050710200716,37.518594649607"
그린스터디독서실,서울특별시 강남구 삼성로 654,2,독서실(유아/초·중·고),학생 다인일석,69,1개월 0일,0,"9,000","9,000",0,2018.12.20,127.0507102,37.51859465,"127.050710200716,37.518594649607"
나무독서실,서울특별시 강남구 도곡로18길 4,1,독서실(유아/초·중·고),독서실,10,1개월 0일,1,"178,000","178,000",0,2015.01.19,127.0379605,37.4911049,"127.03796047426,37.4911048972981"
늘푸른독서실,서울특별시 강남구 광평로51길 49,2,독서실(유아/초·중·고),독서실,62,1개월 0일,1680,"110,000","110,000",0,2012.09.25,127.0997522,37.49213667,"127.099752215392,37.4921366670055"
늘푸른독서실,서울특별시 강남구 광평로51길 49,2,독서실(유아/초·중·고),독서실2,62,1개월 0일,1680,"120,000","120,000",0,2012.09.25,127.0997522,37.49213667,"127.099752215392,37.4921366670055"
다독독서실,서울특별시 강남구 삼성로69길 11,2,독서실(유아/초·중·고),월이용료,103,1개월 0일,1,"160,000","160,000",0,2013.03.15,127.0584107,37.50160373,"127.058410678989,37.5016037345983"
다독독서실,서울특별시 강남구 삼성로69길 11,2,독서실(유아/초·중·고),월이용료,148,1개월 0일,1,"60,000","60,000",0,2020.11.11,127.0584107,37.50160373,"127.058410678989,37.5016037345983"
다독독서실,서울특별시 강남구 삼성로69길 11,2,독서실(유아/초·중·고),월이용료,148,1개월 0일,1,"100,000","100,000",0,2020.11.11,127.0584107,37.50160373,"127.058410678989,37.5016037345983"
다산독서실,서울특별시 강남구 영동대로 211,1,독서실(유아/초·중·고),독서실,262,1개월 0일,1,"160,000","160,000",0,2013.08.16,127.0688209,37.49756892,"127.0688209416,37.4975689196535"
다짐독서실,서울특별시 강남구 삼성로 336,1,독서실(유아/초·중·고),1달,119,1개월 0일,1,"178,000","178,000",0,2017.01.17,127.0597682,37.50167595,"127.059768180119,37.5016759469377"
대치스카이독서실,서울특별시 강남구 도곡로 504,3,독서실(유아/초·중·고),독서실,50,1개월 0일,1680,"180,000","180,000",0,2013.05.31,127.0616123,37.49880809,"127.061612278924,37.4988080886838"
대치이강프리미엄관학원,서울특별시 강남구 역삼로 422,144,독서실,독서실(학생),50,1개월 0일,1,"178,000","178,000",0,2018.05.21,127.0531527,37.50107093,"127.053152653004,37.5010709298895"
대치이강프리미엄관학원,서울특별시 강남구 역삼로 422,144,독서실,독서실(성인),50,1개월 0일,1,"520,000","520,000",0,2018.05.21,127.0531527,37.50107093,"127.053152653004,37.5010709298895"
대치프라임독서실,서울특별시 강남구 선릉로 314,1,독서실(유아/초·중·고),독서실,97,1개월 0일,1680,"180,000","180,000",0,2013.02.04,127.0523819,37.49781927,"127.052381926669,37.4978192727985"
두:스(頭's)독서실,서울특별시 강남구 남부순환로 2911,3,독서실(유아/초·중·고),학생(월),124,0개월 0일,0,"178,000","178,000",0,2018.09.20,127.057956,37.49242937,"127.05795597031,37.4924293701626"
두:스(頭's)독서실,서울특별시 강남구 남부순환로 2911,3,독서실(유아/초·중·고),학생(일),124,0개월 0일,0,"8,000","8,000",0,2018.09.20,127.057956,37.49242937,"127.05795597031,37.4924293701626"
러셀바른공부자습전용관5관독서실,서울특별시 강남구 남부순환로 2942,4,독서실(유아/초·중·고),독서실,300,1개월 0일,0,"178,000","178,000",0,2019.12.30,127.0623213,37.49364576,"127.062321346803,37.4936457600425"
러셀바른공부자습전용관5관독서실,서울특별시 강남구 남부순환로 2942,4,독서실(유아/초·중·고),독서실,300,1개월 0일,0,"9,000","9,000",0,2019.12.30,127.0623213,37.49364576,"127.062321346803,37.4936457600425"
러셀바른공부자습전용관6관독서실,서울특별시 강남구 남부순환로 2942,6,독서실(유아/초·중·고),독서실,244,0개월 0일,1,"178,000","178,000",0,2020.10.16,127.0623213,37.49364576,"127.062321346803,37.4936457600425"
러셀바른공부자습전용관학원,서울특별시 강남구 남부순환로 2942,28,독서실(유아/초·중·고),독서실,378,1개월 0일,1,"178,000","178,000",0,2015.12.31,127.0623213,37.49364576,"127.062321346803,37.4936457600425"
러셀바른공부자습전용관학원,서울특별시 강남구 남부순환로 2942,28,독서실,독서실,378,0개월 1일,1,"11,200","5,900","5,300",2018.01.26,127.0623213,37.49364576,"127.062321346803,37.4936457600425"
러셀바른공부자습전용관학원,서울특별시 강남구 남부순환로 2942,28,독서실,독서실,378,0개월 1일,1,"10,600","5,300","5,300",2018.01.26,127.0623213,37.49364576,"127.062321346803,37.4936457600425"
러셀바른공부자습전용관학원,서울특별시 강남구 남부순환로 2942,28,독서실,독서실,378,0개월 1일,1,"10,000","4,700","5,300",2018.01.26,127.0623213,37.49364576,"127.062321346803,37.4936457600425"
러셀바른공부자습전용관학원,서울특별시 강남구 남부순환로 2942,28,독서실,독서실,378,0개월 1일,1,"8,200","2,900","5,300",2018.01.26,127.0623213,37.49364576,"127.062321346803,37.4936457600425"
러셀바른공부자습전용관학원,서울특별시 강남구 남부순환로 2942,28,독서실,독서실,378,1개월 0일,1,"165,500","160,200","5,300",2018.01.26,127.0623213,37.49364576,"127.062321346803,37.4936457600425"
러셀바른공부자습전용관학원,서울특별시 강남구 남부순환로 2942,28,독서실,독서실,378,1개월 0일,1,"147,700","142,400","5,300",2018.01.26,127.0623213,37.49364576,"127.062321346803,37.4936457600425"
러셀바른공부자습전용관학원,서울특별시 강남구 남부순환로 2942,28,독서실,독서실,378,1개월 0일,1,"94,300","89,000","5,300",2018.01.26,127.0623213,37.49364576,"127.062321346803,37.4936457600425"
러셀바른공부자습전용관학원,서울특별시 강남구 남부순환로 2942,28,독서실,독서실,378,0개월 1일,1,"11,200","5,900","5,300",2018.01.26,127.0623213,37.49364576,"127.062321346803,37.4936457600425"
러셀바른공부자습전용관학원,서울특별시 강남구 남부순환로 2942,28,독서실,독서실,378,0개월 1일,1,"10,600","5,300","5,300",2018.01.26,127.0623213,37.49364576,"127.062321346803,37.4936457600425"
러셀바른공부자습전용관학원,서울특별시 강남구 남부순환로 2942,28,독서실,독서실,378,0개월 1일,1,"10,000","4,700","5,300",2018.01.26,127.0623213,37.49364576,"127.062321346803,37.4936457600425"
러셀바른공부자습전용관학원,서울특별시 강남구 남부순환로 2942,28,독서실,독서실,378,0개월 1일,1,"8,200","2,900","5,300",2018.01.26,127.0623213,37.49364576,"127.062321346803,37.4936457600425"
러셀바른공부자습전용관학원,서울특별시 강남구 남부순환로 2942,28,독서실,독서실,378,1개월 0일,1,"165,500","160,200","5,300",2018.01.26,127.0623213,37.49364576,"127.062321346803,37.4936457600425"
러셀바른공부자습전용관학원,서울특별시 강남구 남부순환로 2942,28,독서실,독서실,378,1개월 0일,1,"147,700","142,400","5,300",2018.01.26,127.0623213,37.49364576,"127.062321346803,37.4936457600425"
러셀바른공부자습전용관학원,서울특별시 강남구 남부순환로 2942,28,독서실,독서실,378,1개월 0일,1,"94,300","89,000","5,300",2018.01.26,127.0623213,37.49364576,"127.062321346803,37.4936457600425"
맥스터디개포독서실,서울특별시 강남구 개포로 508,2,독서실(유아/초·중·고),학생/종일반,50,1개월 0일,43200,"178,000","178,000",0,2018.07.12,127.0679556,37.4892333,"127.067955632075,37.4892333041022"
맥스터디개포독서실,서울특별시 강남구 개포로 508,2,독서실(유아/초·중·고),학생/1일,50,0개월 1일,1440,"9,000","9,000",0,2018.07.12,127.0679556,37.4892333,"127.067955632075,37.4892333041022"
맥스터디개포독서실,서울특별시 강남구 개포로 508,2,독서실(유아/초·중·고),성인/1인실/독립석,13,1개월 0일,43200,"230,000","230,000",0,2018.07.12,127.0679556,37.4892333,"127.067955632075,37.4892333041022"
맥스터디개포독서실,서울특별시 강남구 개포로 508,2,독서실(유아/초·중·고),성인/지정석/반독립석,13,1개월 0일,43200,"210,000","210,000",0,2018.07.12,127.0679556,37.4892333,"127.067955632075,37.4892333041022"
맥스터디개포독서실,서울특별시 강남구 개포로 508,2,독서실(유아/초·중·고),성인/오픈석/자유석,13,1개월 0일,43200,"160,000","160,000",0,2018.07.12,127.0679556,37.4892333,"127.067955632075,37.4892333041022"
맥스터디개포독서실,서울특별시 강남구 개포로 508,2,독서실(유아/초·중·고),성인/1인실/지정석,13,0개월 1일,1440,"13,000","13,000",0,2018.07.12,127.0679556,37.4892333,"127.067955632075,37.4892333041022"
맥스터디개포독서실,서울특별시 강남구 개포로 508,2,독서실(유아/초·중·고),성인/오픈/자유석,13,0개월 1일,1440,"10,000","10,000",0,2018.07.12,127.0679556,37.4892333,"127.067955632075,37.4892333041022"
미도독서실,서울특별시 강남구 남부순환로 3032,3,독서실(유아/초·중·고),특실(16석),81,1개월 0일,1650,"250,000","250,000",0,2013.05.31,FALSE,FALSE,
미도독서실,서울특별시 강남구 남부순환로 3032,3,독서실(유아/초·중·고),일반(81석),81,1개월 0일,1650,"200,000","200,000",0,2013.05.31,FALSE,FALSE,
바른공부독서실,서울특별시 강남구 삼성로58길 11,12,독서실(유아/초·중·고),이용료,10,1개월 0일,1,"178,000","178,000",0,2014.12.22,127.0622089,37.49881579,"127.062208936584,37.4988157949478"
바짝독서실,서울특별시 강남구 선릉로125길 31,1,독서실(유아/초·중·고),월권(학생),40,1개월 0일,1,"178,000","178,000",0,2019.10.02,127.0395342,37.51425924,"127.039534150276,37.5142592355258"
바짝독서실,서울특별시 강남구 선릉로125길 31,1,독서실(유아/초·중·고),일권(학생),10,0개월 1일,1,"9,000","9,000",0,2019.10.02,127.0395342,37.51425924,"127.039534150276,37.5142592355258"
바짝독서실,서울특별시 강남구 선릉로125길 31,1,독서실(유아/초·중·고),월권(성인),8,1개월 0일,1,"200,000","200,000",0,2019.10.02,127.0395342,37.51425924,"127.039534150276,37.5142592355258"
바짝독서실,서울특별시 강남구 선릉로125길 31,1,독서실(유아/초·중·고),일권(성인),5,0개월 1일,1,"10,000","10,000",0,2019.10.02,127.0395342,37.51425924,"127.039534150276,37.5142592355258"
부강독서실,서울특별시 강남구 삼성로61길 32,2,독서실(유아/초·중·고),학생,122,1개월 0일,650,"178,000","178,000",0,2018.01.27,127.0578528,37.49887657,"127.057852840676,37.4988765739392"
삼성점그린독서실,서울특별시 강남구 선릉로126길 12,2,독서실(유아/초·중·고),특실(학생),16,1개월 0일,0,"178,000","178,000",0,2019.08.06,127.0430857,37.51523216,"127.043085720295,37.5152321587248"
삼성점그린독서실,서울특별시 강남구 선릉로126길 12,2,독서실(유아/초·중·고),일반실(학생),60,1개월 0일,0,"160,000","160,000",0,2019.08.06,127.0430857,37.51523216,"127.043085720295,37.5152321587248"
삼성점그린독서실,서울특별시 강남구 선릉로126길 12,2,독서실(유아/초·중·고),특실(성인),16,1개월 0일,0,"180,000","180,000",0,2019.08.06,127.0430857,37.51523216,"127.043085720295,37.5152321587248"
삼성점그린독서실,서울특별시 강남구 선릉로126길 12,2,독서실(유아/초·중·고),일반실(성인),60,1개월 0일,0,"160,000","160,000",0,2019.08.06,127.0430857,37.51523216,"127.043085720295,37.5152321587248"
삼성점그린독서실,서울특별시 강남구 선릉로126길 12,2,독서실(유아/초·중·고),특실/일반실(학생),16,0개월 1일,0,"9,000","9,000",0,2019.08.06,127.0430857,37.51523216,"127.043085720295,37.5152321587248"
삼성점그린독서실,서울특별시 강남구 선릉로126길 12,2,독서실(유아/초·중·고),특실(성인),16,0개월 1일,0,"12,000","12,000",0,2019.08.06,127.0430857,37.51523216,"127.043085720295,37.5152321587248"
삼성점그린독서실,서울특별시 강남구 선릉로126길 12,2,독서실(유아/초·중·고),일반실(성인),60,0개월 1일,0,"10,000","10,000",0,2019.08.06,127.0430857,37.51523216,"127.043085720295,37.5152321587248"
삼성점그린독서실,서울특별시 강남구 선릉로126길 12,2,독서실(유아/초·중·고),자유석(학생),24,1개월 0일,0,"120,000","120,000",0,2019.08.29,127.0430857,37.51523216,"127.043085720295,37.5152321587248"
삼성탑독서실,서울특별시 강남구 삼성로115길 45,1,독서실(유아/초·중·고),독서실,112,1개월 0일,0,"150,000","150,000",0,2012.07.19,127.0485696,37.51383573,"127.048569644948,37.5138357276167"
수서신동아독서실,서울특별시 강남구 광평로47길 17,1,독서실(유아/초·중·고),기타,128,1개월 0일,0,"80,000","80,000",0,2012.08.08,127.0981863,37.48790865,"127.098186321626,37.4879086504963"
수서엘리트독서실,서울특별시 강남구 광평로 61,1,독서실(유아/초·중·고),독서실,98,1개월 0일,0,"160,000","160,000",0,2012.08.16,127.0793706,37.48284759,"127.079370642698,37.4828475905611"
수서엘리트독서실,서울특별시 강남구 광평로 61,1,독서실(유아/초·중·고),독서실,3,0개월 1일,0,"9,000","9,000",0,2018.08.14,127.0793706,37.48284759,"127.079370642698,37.4828475905611"
스터디뱅크독서실,서울특별시 강남구 영동대로 223,3,독서실(유아/초·중·고),독서실,10,1개월 0일,0,"178,000","178,000",0,2017.01.24,127.0679069,37.49909692,"127.067906894618,37.4990969244411"
스터디뱅크독서실,서울특별시 강남구 영동대로 223,3,독서실(유아/초·중·고),독서실,10,0개월 1일,0,"9,000","9,000",0,2017.01.24,127.0679069,37.49909692,"127.067906894618,37.4990969244411"
스터디뱅크독서실,서울특별시 강남구 영동대로 223,3,독서실,독서실,10,1개월 0일,0,"200,000","200,000",0,2017.01.24,127.0679069,37.49909692,"127.067906894618,37.4990969244411"
스터디뱅크독서실,서울특별시 강남구 영동대로 223,3,독서실,독서실,10,1개월 0일,0,"220,000","220,000",0,2017.01.24,127.0679069,37.49909692,"127.067906894618,37.4990969244411"
스터디뱅크독서실,서울특별시 강남구 영동대로 223,3,독서실,독서실,10,1개월 0일,0,"250,000","250,000",0,2017.01.24,127.0679069,37.49909692,"127.067906894618,37.4990969244411"
스터디뱅크독서실,서울특별시 강남구 영동대로 223,3,독서실,독서실,10,0개월 1일,0,"15,000","15,000",0,2017.01.24,127.0679069,37.49909692,"127.067906894618,37.4990969244411"
스터디엔카페삼우독서실,서울특별시 강남구 광평로31길 27,2,독서실(유아/초·중·고),독서실,66,1개월 0일,1680,"160,000","160,000",0,2012.07.17,127.089779,37.48483786,"127.089778957788,37.484837855733"
스터디케어독서실,서울특별시 강남구 언주로 317,1,독서실(유아/초·중·고),독서실(월),78,1개월 0일,1,"178,000","178,000",0,2015.11.19,127.0454225,37.49617223,"127.045422501516,37.4961722305395"
스터디케어독서실,서울특별시 강남구 언주로 317,1,독서실(유아/초·중·고),독서실(1일),78,1개월 0일,1,"9,000","9,000",0,2015.11.19,127.0454225,37.49617223,"127.045422501516,37.4961722305395"
스터디콤독서실,서울특별시 강남구 선릉로 225,4,독서실(유아/초·중·고),한달,119,1개월 0일,1,"178,000","178,000",0,2015.11.02,127.05272,37.49536487,"127.052720025644,37.4953648706654"
스터디콤독서실,서울특별시 강남구 선릉로 225,4,독서실(유아/초·중·고),일비,119,1개월 0일,1,"9,000","9,000",0,2015.11.02,127.05272,37.49536487,"127.052720025644,37.4953648706654"
스터디플래닛강남일원센터독서실,서울특별시 강남구 일원로 35,1,독서실(유아/초·중·고),월열람비,82,1개월 0일,1,"178,000","178,000",0,2016.06.30,127.0811857,37.49063854,"127.081185718726,37.4906385440651"
스터디플래닛강남일원센터독서실,서울특별시 강남구 일원로 35,1,독서실(유아/초·중·고),일열람비,82,1개월 0일,1,"9,000","9,000",0,2016.06.30,127.0811857,37.49063854,"127.081185718726,37.4906385440651"
스터디플래닛강남일원센터독서실,서울특별시 강남구 일원로 35,1,독서실(유아/초·중·고),성인싱글A,82,1개월 0일,1,"250,000","250,000",0,2017.05.18,127.0811857,37.49063854,"127.081185718726,37.4906385440651"
스터디플래닛강남일원센터독서실,서울특별시 강남구 일원로 35,1,독서실(유아/초·중·고),성인싱글B,82,1개월 0일,1,"230,000","230,000",0,2017.05.18,127.0811857,37.49063854,"127.081185718726,37.4906385440651"
스터디플래닛강남일원센터독서실,서울특별시 강남구 일원로 35,1,독서실(유아/초·중·고),성인오픈,82,1개월 0일,1,"210,000","210,000",0,2017.05.18,127.0811857,37.49063854,"127.081185718726,37.4906385440651"
스터디플래닛강남일원센터독서실,서울특별시 강남구 일원로 35,1,독서실(유아/초·중·고),싱글A,82,1개월 0일,1,"218,400","218,400",0,2017.12.28,127.0811857,37.49063854,"127.081185718726,37.4906385440651"
스터디플래닛강남일원센터독서실,서울특별시 강남구 일원로 35,1,독서실(유아/초·중·고),싱글B,82,1개월 0일,1,"218,400","218,400",0,2017.12.28,127.0811857,37.49063854,"127.081185718726,37.4906385440651"
스터디플래닛강남일원센터독서실,서울특별시 강남구 일원로 35,1,독서실(유아/초·중·고),오픈,82,1개월 0일,1,"210,000","210,000",0,2017.12.28,127.0811857,37.49063854,"127.081185718726,37.4906385440651"
스터디플래닛강남일원센터독서실,서울특별시 강남구 일원로 35,1,독서실(유아/초·중·고),독립일반석,82,1개월 0일,0,"200,000","200,000",0,2018.11.09,127.0811857,37.49063854,"127.081185718726,37.4906385440651"
스터디플래닛강남일원센터독서실,서울특별시 강남구 일원로 35,1,독서실(유아/초·중·고),월이용권,82,1개월 0일,0,"200,000","200,000",0,2018.11.09,127.0811857,37.49063854,"127.081185718726,37.4906385440651"
스터디플래닛강남일원센터독서실,서울특별시 강남구 일원로 35,1,독서실(유아/초·중·고),반독립일반석,82,1개월 0일,0,"180,000","180,000",0,2018.11.09,127.0811857,37.49063854,"127.081185718726,37.4906385440651"
스터디플래닛강남일원센터독서실,서울특별시 강남구 일원로 35,1,독서실(유아/초·중·고),월이용권,82,1개월 0일,0,"180,000","180,000",0,2018.11.09,127.0811857,37.49063854,"127.081185718726,37.4906385440651"
스터디플래닛강남일원센터독서실,서울특별시 강남구 일원로 35,1,독서실(유아/초·중·고),개방일반석,82,1개월 0일,0,"160,000","160,000",0,2018.11.09,127.0811857,37.49063854,"127.081185718726,37.4906385440651"
스터디플래닛강남일원센터독서실,서울특별시 강남구 일원로 35,1,독서실(유아/초·중·고),월이용권,82,1개월 0일,0,"160,000","160,000",0,2018.11.09,127.0811857,37.49063854,"127.081185718726,37.4906385440651"
스터디플래닛대치2센터독서실,서울특별시 강남구 삼성로58길 29,3,독서실(유아/초·중·고),독서실,111,1개월 0일,1680,"180,000","180,000",0,2013.02.04,127.0636004,37.49920474,"127.063600359705,37.4992047391875"
스터디플래닛대치2센터독서실,서울특별시 강남구 삼성로58길 29,3,독서실(유아/초·중·고),독서실(성인한달),1,1개월 0일,1,"250,000","250,000",0,2017.06.27,127.0636004,37.49920474,"127.063600359705,37.4992047391875"
스터디플래닛대치지점독서실,서울특별시 강남구 선릉로 227,4,독서실(유아/초·중·고),독서실,10,1개월 0일,1,"178,000","178,000",0,2015.03.11,127.0527361,37.49583915,"127.052736077626,37.4958391534271"
스터디플래닛독서실,서울특별시 강남구 압구정로 328,1,독서실(유아/초·중·고),독서실,119,1개월 0일,0,"178,000","178,000",0,2017.01.25,127.037468,37.5283379,"127.037467975824,37.5283378978473"
스터디플래닛독서실,서울특별시 강남구 압구정로 328,1,독서실(유아/초·중·고),독서실,119,0개월 1일,0,"9,000","9,000",0,2017.01.25,127.037468,37.5283379,"127.037467975824,37.5283378978473"
스터디플래닛수서센터독서실,서울특별시 강남구 광평로51길 6,1,독서실(유아/초·중·고),학생월,117,1개월 0일,10000,"178,000","178,000",0,2018.06.22,FALSE,FALSE,
스터디플래닛수서센터독서실,서울특별시 강남구 광평로51길 6,1,독서실(유아/초·중·고),학생일,117,0개월 1일,1080,"9,000","9,000",0,2018.06.22,FALSE,FALSE,
스터디플래닛수서센터독서실,서울특별시 강남구 광평로51길 6,1,독서실(유아/초·중·고),성인A(월),117,1개월 0일,10000,"220,000","220,000",0,2018.06.22,FALSE,FALSE,
스터디플래닛수서센터독서실,서울특별시 강남구 광평로51길 6,1,독서실(유아/초·중·고),성인B(월),117,1개월 0일,10000,"200,000","200,000",0,2018.06.22,FALSE,FALSE,
스터디플래닛수서센터독서실,서울특별시 강남구 광평로51길 6,1,독서실(유아/초·중·고),성인오픈(월),117,1개월 0일,10000,"200,000","200,000",0,2018.06.22,FALSE,FALSE,
스터디플래닛수서센터독서실,서울특별시 강남구 광평로51길 6,1,독서실(유아/초·중·고),성인프리(월),117,1개월 0일,10000,"160,000","160,000",0,2018.06.22,FALSE,FALSE,
스터디플래닛수서센터독서실,서울특별시 강남구 광평로51길 6,1,독서실(유아/초·중·고),성인A(일),117,0개월 1일,1080,"15,000","15,000",0,2018.06.22,FALSE,FALSE,
스터디플래닛수서센터독서실,서울특별시 강남구 광평로51길 6,1,독서실(유아/초·중·고),성인B(일),117,0개월 1일,1080,"13,000","13,000",0,2018.06.22,FALSE,FALSE,
스터디플래닛수서센터독서실,서울특별시 강남구 광평로51길 6,1,독서실(유아/초·중·고),성인오픈(일),117,0개월 1일,1080,"13,000","13,000",0,2018.06.22,FALSE,FALSE,
스터디플래닛수서센터독서실,서울특별시 강남구 광평로51길 6,1,독서실(유아/초·중·고),성인프리(일),117,0개월 1일,1080,"13,000","13,000",0,2018.06.22,FALSE,FALSE,
신현대독서실,서울특별시 강남구 언주로 107,2,독서실(유아/초·중·고),독서실,55,1개월 0일,1680,"150,000","150,000",0,2012.07.18,127.0519307,37.48359518,"127.051930702413,37.4835951773016"
아르고스터디센터프리미엄관리형독서실,서울특별시 강남구 역삼로 432,1,독서실(유아/초·중·고),월권(학생),110,1개월 0일,1,"178,000","178,000",0,2019.11.08,127.0543298,37.50144359,"127.054329750293,37.5014435910106"
아르고스터디센터프리미엄관리형독서실,서울특별시 강남구 역삼로 432,1,독서실(유아/초·중·고),일권(학생),40,0개월 1일,1,"9,000","9,000",0,2019.11.08,127.0543298,37.50144359,"127.054329750293,37.5014435910106"
아르고스터디센터프리미엄관리형독서실,서울특별시 강남구 역삼로 432,1,독서실(유아/초·중·고),월권(성인),5,1개월 0일,1,"250,000","250,000",0,2019.11.08,127.0543298,37.50144359,"127.054329750293,37.5014435910106"
